County_Route_Stop,County_Route,mbbs_county,route_num,stop_num,lat,lon,notes
Orange-8-11,Orange-08,Orange,8,11,36.1831343,-79.0326892,
Orange-8-12,Orange-08,Orange,8,12,36.1839426,-79.0415035,
Orange-8-13,Orange-08,Orange,8,13,36.189208,-79.0449701,
Orange-8-14,Orange-08,Orange,8,14,36.1911326,-79.0503781,
Orange-8-15,Orange-08,Orange,8,15,36.1928451,-79.0587903,
Orange-8-16,Orange-08,Orange,8,16,36.1927367,-79.0684247,
Orange-8-17,Orange-08,Orange,8,17,36.1975971,-79.0737538,
Orange-8-18,Orange-08,Orange,8,18,36.201572,-79.078144,
Orange-8-19,Orange-08,Orange,8,19,36.2009794,-79.0886956,
Orange-8-20,Orange-08,Orange,8,20,36.2032796,-79.0964527,
Orange-9-1,Orange-09,Orange,9,01,35.999474,-79.11991,
Orange-9-2,Orange-09,Orange,9,02,36.004015,-79.126702,
Orange-9-3,Orange-09,Orange,9,03,36.006235,-79.134471,
Orange-9-4,Orange-09,Orange,9,04,36.005894,-79.14348,
Orange-9-5,Orange-09,Orange,9,05,36.003701,-79.152139,
Orange-9-6,Orange-09,Orange,9,06,36.003496,-79.160503,
Orange-9-7,Orange-09,Orange,9,07,36.007089,-79.16832,
Orange-9-8,Orange-09,Orange,9,08,36.013832,-79.171554,
Orange-9-9,Orange-09,Orange,9,09,36.020469,-79.174447,
Orange-9-10,Orange-09,Orange,9,10,36.026191,-79.180653,
Orange-9-11,Orange-09,Orange,9,11,36.023338,-79.18713,
Orange-9-12,Orange-09,Orange,9,12,36.018097,-79.190063,
Orange-9-13,Orange-09,Orange,9,13,36.011979,-79.19461,
Orange-9-14,Orange-09,Orange,9,14,36.007153,-79.202066,
Orange-9-15,Orange-09,Orange,9,15,36.010736,-79.206306,
Orange-9-16,Orange-09,Orange,9,16,36.016185,-79.20434,
Orange-9-17,Orange-09,Orange,9,17,36.025309,-79.204668,
Orange-9-18,Orange-09,Orange,9,18,36.031653,-79.209256,
Orange-9-19,Orange-09,Orange,9,19,36.038012,-79.214129,
Orange-9-20,Orange-09,Orange,9,20,36.043953,-79.217745,
Orange-10-1,Orange-10,Orange,10,01,35.9995355,-79.1070467,
Orange-10-2,Orange-10,Orange,10,02,36.0022336,-79.097689,
Orange-10-3,Orange-10,Orange,10,03,36.0057497,-79.0893531,
Orange-10-4,Orange-10,Orange,10,04,36.010228,-79.0818644,
Orange-10-5,Orange-10,Orange,10,05,36.0167974,-79.0755816,
Orange-10-6,Orange-10,Orange,10,06,36.0198797,-79.0697536,
Orange-10-7,Orange-10,Orange,10,07,36.0229458,-79.0638886,
Orange-10-8,Orange-10,Orange,10,08,36.0304407,-79.0607462,
Orange-10-9,Orange-10,Orange,10,09,36.033752,-79.0537372,
Orange-10-10,Orange-10,Orange,10,10,36.049837,-79.0702702,
Orange-10-11,Orange-10,Orange,10,11,36.058509,-79.0667173,
Orange-10-12,Orange-10,Orange,10,12,36.0653397,-79.0641683,
Orange-10-13,Orange-10,Orange,10,13,36.0760305,-79.0600792,
Orange-10-14,Orange-10,Orange,10,14,36.0810134,-79.0587684,
Orange-10-15,Orange-10,Orange,10,15,36.0856549,-79.0616071,
Orange-10-16,Orange-10,Orange,10,16,36.0928806,-79.0552735,
Orange-10-17,Orange-10,Orange,10,17,36.0974041,-79.0538135,
Orange-10-18,Orange-10,Orange,10,18,36.106163,-79.0539574,
Orange-10-19,Orange-10,Orange,10,19,36.1131349,-79.0501971,
Orange-10-20,Orange-10,Orange,10,20,36.1186023,-79.0443993,
Orange-11-1,Orange-11,Orange,11,01,35.8664557,-79.1124753,"0.0 orange utility left, green utility right"
Orange-11-2,Orange-11,Orange,11,02,35.8714547,-79.1169875,"0.5 Right past turn sign, 0.05 past creek near phone pole"
Orange-11-3,Orange-11,Orange,11,03,35.8758005,-79.1234039,"1.0 before left mail box, open field telephone line, past house 100ft deep"
Orange-11-4,Orange-11,Orange,11,04,35.8823334,-79.1259712,"1.5 after church before left drive, 50ft pole right, around curve"
Orange-11-5,Orange-11,Orange,11,05,35.8862418,-79.1268739,"2.0 Bowen road, in front adapt Highway sign, before drive on left, right after turn"
Orange-11-6,Orange-11,Orange,11,06,35.8904379,-79.1344538,"2.5 right after narrow bridge, before pole and house"
Orange-11-7,Orange-11,Orange,11,07,35.8954701,-79.1387301,"3.0 left of mailbox, right before gravel drive at phone pole"
Orange-11-8,Orange-11,Orange,11,08,35.9021476,-79.1401078,"3.5 Old Greensboro rd, rt after turn on highway, rt past 45 mph sign"
Orange-11-9,Orange-11,Orange,11,09,35.901678,-79.1481126,"4.0 past gravel rd, park by Big Oak house to left"
Orange-11-10,Orange-11,Orange,11,10,35.8995696,-79.1572095,"4.5 past cricket field, mailbox white in front, big pine left"
Orange-11-11,Orange-11,Orange,11,11,35.8973397,-79.165236,"5.0 Carl Durham rd, right after turn 5Y, house on right edge"
Orange-11-12,Orange-11,Orange,11,12,35.9050319,-79.1650125,"5.5 7th post before metal coral, fence on both sides of road"
Orange-11-13,Orange-11,Orange,11,13,35.9107611,-79.1660731,"6.0 across from street sign, next to brick house"
Orange-11-14,Orange-11,Orange,11,14,35.9152892,-79.1714592,6.5 in driveway by phone pole
Orange-11-15,Orange-11,Orange,11,15,35.9213541,-79.174945,7.0 by clear cut by double pole before mail box
Orange-11-16,Orange-11,Orange,11,16,35.9277723,-79.1747848,"7.5 Dobson Cross Rd, past drive before transformer"
Orange-11-17,Orange-11,Orange,11,17,35.9340505,-79.1725804,"8.0 Before Ranchlet, past Richie Rd on rt. Across from trailer"
Orange-11-18,Orange-11,Orange,11,18,35.9424246,-79.1709356,8.5 Rt past Montross training sign. Begin left with wt fence before road sign
Orange-11-19,Orange-11,Orange,11,19,35.948438,-79.1710726,"9.0 across from tall pine before pole transformers, before rd on left"
Orange-11-20,Orange-11,Orange,11,20,35.9555746,-79.1706757,"9.5 rt before road entrance development ""Western Park Lane"""
Orange-12-1,Orange-12,Orange,12,01,35.8669878,-79.0288844,
Orange-12-2,Orange-12,Orange,12,02,35.8701749,-79.0366946,
Orange-12-3,Orange-12,Orange,12,03,35.8751793,-79.0426384,
Orange-12-4,Orange-12,Orange,12,04,35.8803353,-79.0499983,
Orange-12-5,Orange-12,Orange,12,05,35.8857531,-79.0567146,
Orange-12-6,Orange-12,Orange,12,06,35.8916171,-79.0596436,
Orange-12-7,Orange-12,Orange,12,07,35.8922374,-79.068173,
Orange-12-8,Orange-12,Orange,12,08,35.8938366,-79.0767132,
Orange-12-9,Orange-12,Orange,12,09,35.9003691,-79.0737198,
Orange-12-10,Orange-12,Orange,12,10,35.9074871,-79.0724645,
Orange-12-11,Orange-12,Orange,12,11,35.9158037,-79.0720676,
Orange-12-12,Orange-12,Orange,12,12,35.9207573,-79.0788222,
Orange-12-13,Orange-12,Orange,12,13,35.9223293,-79.0877209,
Orange-12-14,Orange-12,Orange,12,14,35.9276432,-79.093434,
Orange-12-15,Orange-12,Orange,12,15,35.9332005,-79.1006521,
Orange-12-16,Orange-12,Orange,12,16,35.9383188,-79.1048528,
Orange-12-17,Orange-12,Orange,12,17,35.9439156,-79.1123079,
Orange-12-18,Orange-12,Orange,12,18,35.947161,-79.119001,
Orange-12-19,Orange-12,Orange,12,19,35.9544462,-79.122074,
Orange-12-20,Orange-12,Orange,12,20,35.9613548,-79.1262375,
